frame,droplet_id,area_px,centroid_y,centroid_x,eccentricity,equivalent_diameter_px,perimeter_px,solidity,major_axis_px,minor_axis_px
0,188,1.0,1109.0,1289.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,189,1.0,1117.0,1647.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,190,10.0,1121.4,665.7,0.8703882797784892,3.5682482323055424,8.82842712474619,0.9090909090909091,5.138093031466052,2.529822128134703
0,191,1.0,1120.0,1788.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,192,1.0,1124.0,1788.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,193,458.0,1157.8471615720523,3152.768558951965,0.8077954722682114,24.148368712786887,246.6579002700189,0.6180836707152496,37.98154556131978,22.38871084956293
0,194,1.0,1146.0,1318.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,195,4.0,1148.5,3021.0,0.9241763718304448,2.256758334191025,4.414213562373095,1.0,3.23606797749979,1.2360679774997898
0,196,744.0,1182.2123655913979,3116.3723118279568,0.9298339435284101,30.77808020788433,313.0071426749364,0.5141672425708362,62.46967927740949,22.987554983088103
0,197,14.0,1153.5714285714287,273.42857142857144,0.8907290861713243,4.222008245644752,12.656854249492381,0.8235294117647058,6.661958297919133,3.028090494841538
0,198,1.0,1160.0,604.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,199,13.0,1162.4615384615386,609.3846153846154,0.7699719264617199,4.068428945128219,9.621320343559642,0.6842105263157895,5.937629973488005,3.7886696548469536
0,200,4.0,1161.0,1717.0,0.816496580927726,2.256758334191025,3.414213562373095,0.6666666666666666,3.4641016151377544,2.0
0,201,6.0,1164.8333333333333,576.1666666666666,0.9643078443532731,2.763953195770684,5.414213562373095,0.8571428571428571,5.39192040212807,1.4276923647012265
0,202,1.0,1163.0,605.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,203,2.0,1163.5,2425.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,204,1.0,1169.0,3135.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,205,6.0,1191.8333333333333,2492.0,0.8624663809913528,2.763953195770684,5.414213562373095,0.75,4.330376161565604,2.1916655435763697
0,206,1.0,1211.0,3100.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,207,1.0,1227.0,2676.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,208,2.0,1228.0,808.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,209,2.0,1229.5,3005.5,1.0,1.5957691216057308,0.0,1.0,2.8284271247461903,0.0
0,210,1.0,1246.0,845.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,211,8.0,1254.25,2181.0,0.7950972173652757,3.1915382432114616,7.82842712474619,0.8888888888888888,4.100618600451318,2.4869513653533066
0,212,2.0,1254.0,2173.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,213,1.0,1256.0,2176.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,214,138.0,1272.2826086956522,749.1449275362319,0.8275503073710233,13.255453865237978,104.70458146424488,0.5207547169811321,24.72616711882116,13.881061644649286
0,215,2.0,1265.5,1839.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,216,7.0,1266.5714285714287,2087.5714285714284,0.9081642662569636,2.985410660720923,7.207106781186548,0.875,4.71459177171839,1.9735940326311023
0,217,119.0,1276.3025210084033,1929.8487394957983,0.6803430753860853,12.309163489997376,81.07716446627535,0.5458715596330275,18.682639311181415,13.692390234515731
0,218,107.0,1275.0,3171.2803738317757,0.696363927148966,11.67204486311899,64.11269837220809,0.7588652482269503,14.880665000191103,10.679687305102894
0,219,1.0,1280.0,1805.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,220,1.0,1282.0,1457.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,221,3.0,1283.6666666666667,3168.3333333333335,0.816496580927726,1.9544100476116797,3.414213562373095,1.0,2.3094010767585034,1.3333333333333333
0,222,2.0,1284.5,3166.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,223,4.0,1296.5,1127.5,0.0,2.256758334191025,4.0,1.0,2.0,2.0
0,224,5.0,1298.2,2061.2,0.8846517369293828,2.5231325220201604,4.0,0.7142857142857143,3.8366652186501753,1.7888543819998315
0,225,1.0,1297.0,2576.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,226,896.0,1332.208705357143,3054.2444196428573,0.842854214095359,33.77606596515802,528.0315292925759,0.48197955890263583,63.60836775235691,34.23033197059513
0,227,2.0,1304.5,1324.5,1.0,1.5957691216057308,0.0,1.0,2.8284271247461903,0.0
0,228,1.0,1307.0,2255.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,229,1.0,1312.0,1632.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,230,16.0,1323.75,2427.625,0.5083541641390434,4.51351666838205,12.242640687119286,0.9411764705882353,4.837183752516743,4.165531580049303
0,231,1.0,1349.0,2409.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,232,1.0,1369.0,1293.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,233,1.0,1376.0,808.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,234,5.0,1384.6,127.4,0.8546739508972284,2.5231325220201604,3.621320343559643,0.7142857142857143,4.60142906313903,2.388901541901524
0,235,1.0,1384.0,2314.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,236,1.0,1384.0,2948.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,237,490.0,1416.5714285714287,3017.681632653061,0.9286512063570489,24.977737626138797,276.1370849898476,0.42387543252595156,56.3542275378873,20.904831197302208
0,238,1.0,1412.0,1920.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,239,1.0,1414.0,2222.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,240,1.0,1416.0,1920.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,241,1.0,1416.0,2220.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,242,3.0,1418.0,2220.0,1.0,1.9544100476116797,1.0,1.0,3.265986323710904,0.0
0,243,1.0,1425.0,2452.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,244,1.0,1427.0,2452.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,245,1.0,1434.0,3.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,246,2.0,1438.5,1642.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,247,2.0,1454.5,2276.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,248,1.0,1473.0,903.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,249,6.0,1476.3333333333333,905.0,0.9377785624841896,2.763953195770684,4.207106781186548,0.75,5.193300304912204,1.80328981731197
0,250,1.0,1478.0,1283.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,251,2.0,1481.5,2967.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,252,2.0,1481.5,2969.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,253,1.0,1484.0,2966.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,254,2.0,1492.5,945.5,1.0,1.5957691216057308,0.0,1.0,2.8284271247461903,0.0
